Id,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,MasVnrArea,Foundation,BsmtQual,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,GarageArea,MoSold,YrSold,SaleType,SalePrice
504,15602,Inside,Crawfor,1Fam,1Story,7,8,1959,Gable,0,CBlock,TA,1501,GasA,1801,0,2,0,1,1,2,2,484,3,2010,WD,289000
505,2308,Inside,NPkVill,TwnhsE,2Story,6,5,1974,Gable,0,CBlock,TA,855,GasA,855,467,2,1,3,1,1,2,440,6,2009,WD,147000
506,7596,Inside,OldTown,Duplex,2Story,5,5,1952,Hip,360,CBlock,TA,960,GasA,960,1000,2,0,4,2,0,2,400,7,2009,COD,124500
507,9554,Inside,SawyerW,1Fam,2Story,8,5,1993,Gable,125,PConc,Gd,777,GasA,1065,846,2,1,3,1,1,2,471,9,2006,WD,215000
508,7862,Inside,Somerst,1Fam,1Story,6,5,2009,Gable,0,PConc,Gd,1218,GasA,1218,0,2,0,2,1,0,2,676,9,2009,New,208300
509,9600,Inside,OldTown,1Fam,2Story,7,9,1928,Gambrel,0,BrkTil,TA,689,GasA,689,689,2,0,3,1,1,2,360,10,2008,WD,161000
510,9600,Corner,NAmes,1Fam,1Story,5,6,1959,Gable,132,CBlock,TA,1041,GasA,1041,0,1,0,3,1,0,1,270,7,2009,WD,124500
511,14559,Inside,NAmes,1Fam,1Story,5,7,1951,Hip,70,CBlock,TA,1008,GasA,1363,0,1,0,2,1,2,1,288,6,2009,WD,164900
512,6792,Inside,NridgHt,TwnhsE,1Story,7,5,2005,Gable,94,PConc,Gd,1368,GasA,1368,0,2,0,2,1,1,2,474,3,2006,New,202665
513,9100,Corner,NAmes,1Fam,1Story,5,5,1958,Gable,0,CBlock,TA,864,GasA,864,0,1,0,3,1,0,2,624,7,2006,WD,129900
514,9187,Corner,Mitchel,1Fam,1Story,6,5,1983,Gable,0,PConc,TA,1084,GasA,1080,0,1,1,3,1,0,2,484,6,2007,WD,134000
515,10594,Inside,Crawfor,1Fam,1.5Unf,5,5,1926,Gable,0,BrkTil,TA,768,Grav,789,0,1,0,2,1,0,1,200,6,2007,WD,96500
516,12220,Inside,NridgHt,1Fam,1Story,10,5,2009,Hip,305,CBlock,Ex,2006,GasA,2020,0,2,1,3,1,1,3,900,9,2009,New,402861
517,10448,Corner,NWAmes,1Fam,SLvl,6,6,1972,Gable,333,CBlock,TA,689,GasA,1378,741,2,1,3,1,1,2,583,8,2009,COD,158000
518,10208,Inside,NoRidge,1Fam,2Story,7,5,1996,Gable,921,PConc,Gd,1264,GasA,1277,1067,2,1,3,1,1,3,889,7,2009,WD,265000
519,9531,CulDSac,CollgCr,1Fam,2Story,6,5,1998,Gable,0,PConc,Gd,794,GasA,882,914,2,1,3,1,0,2,546,5,2007,WD,211000
520,10918,Inside,Crawfor,1Fam,2Story,7,9,1926,Gambrel,0,BrkTil,Gd,1276,GasA,1276,804,1,1,3,1,2,1,282,6,2009,WD,234000
521,10800,Inside,OldTown,2fmCon,2Story,4,7,1900,Gable,0,BrkTil,,0,GasA,694,600,2,0,3,2,0,0,0,8,2008,WD,106250
522,11988,Corner,NAmes,1Fam,1Story,6,6,1957,Gable,0,CBlock,TA,1244,GasA,1244,0,1,1,3,1,2,1,336,5,2007,WD,150000
523,5000,Corner,BrkSide,1Fam,1.5Fin,6,7,1947,Gable,0,CBlock,TA,1004,GasA,1004,660,2,0,3,1,2,2,420,10,2006,WD,159000
524,40094,Inside,Edwards,1Fam,2Story,10,5,2007,Hip,762,PConc,Ex,3138,GasA,3138,1538,3,1,3,1,1,3,884,10,2007,New,184750
525,11787,Inside,NoRidge,1Fam,2Story,7,5,1996,Gable,594,PConc,Gd,1379,GasA,1383,1015,2,1,3,1,1,3,834,8,2007,WD,315750
526,7500,Inside,Somerst,1Fam,1Story,7,5,2005,Gable,0,PConc,Gd,1257,GasA,1266,0,2,0,3,1,1,2,453,4,2006,WD,176000
527,13300,Inside,NAmes,1Fam,1Story,5,7,1956,Hip,0,CBlock,Gd,928,GasA,928,0,1,0,2,1,0,1,252,6,2007,WD,132000
528,14948,Inside,NridgHt,1Fam,2Story,9,5,2008,Hip,268,PConc,Ex,1452,GasA,1476,1237,2,1,3,1,1,3,858,11,2008,New,446261
529,9098,Inside,Edwards,1Fam,1Story,4,7,1920,Gable,0,BrkTil,TA,528,GasA,605,0,1,0,2,1,0,0,0,7,2007,WD,86000
530,32668,CulDSac,Crawfor,1Fam,1Story,6,3,1957,Hip,,PConc,TA,2035,GasA,2515,0,3,0,4,2,2,2,484,3,2007,WD,200624
531,10200,Inside,Timber,1Fam,SLvl,6,5,1988,Gable,219,CBlock,Gd,1461,GasA,1509,0,2,0,3,1,1,2,600,8,2008,WD,175000
532,6155,FR3,BrkSide,1Fam,2Story,6,8,1920,Gable,0,BrkTil,Fa,611,GasA,751,611,2,0,3,1,0,2,502,6,2008,WD,128000
533,7200,Inside,NAmes,1Fam,1Story,5,7,1955,Gable,0,Slab,,0,GasA,827,0,1,0,2,1,1,1,392,4,2010,WD,107500
534,5000,Inside,BrkSide,1Fam,1Story,1,3,1946,Gable,0,Slab,,0,GasA,334,0,1,0,1,1,0,0,0,1,2007,WD,39300
535,9056,Inside,Gilbert,1Fam,2Story,8,5,2004,Gable,0,PConc,Ex,707,GasA,707,707,2,1,3,1,1,2,403,10,2006,WD,178000
536,7000,Inside,Edwards,2fmCon,2Story,5,7,1910,Gable,0,CBlock,Gd,1117,GasA,820,527,1,0,3,1,0,0,0,1,2008,WD,107500
537,8924,CulDSac,CollgCr,1Fam,2Story,7,5,1998,Gable,0,PConc,Gd,880,GasA,880,844,2,1,3,1,0,2,527,7,2008,WD,188000
538,12735,FR2,NAmes,1Fam,1Story,4,5,1972,Hip,0,CBlock,TA,864,GasA,864,0,1,0,3,1,0,2,576,4,2008,COD,111250
539,11553,Inside,Sawyer,1Fam,1Story,5,5,1968,Hip,188,CBlock,TA,1051,GasA,1159,0,1,1,3,1,1,1,336,7,2006,WD,158000
540,11423,Inside,CollgCr,1Fam,1Story,8,5,2001,Gable,479,PConc,Gd,1581,GasA,1601,0,2,0,3,1,1,2,670,5,2010,WD,272000
541,14601,Inside,Timber,1Fam,1Story,9,5,2006,Hip,584,PConc,Ex,1838,GasA,1838,0,2,0,2,1,1,3,765,3,2009,WD,315000
542,11000,FR2,NoRidge,1Fam,2Story,8,5,2000,Gable,72,PConc,Gd,969,GasA,997,1288,2,1,4,1,1,3,648,6,2007,WD,248000
543,10140,Inside,NWAmes,1Fam,1Story,7,5,1998,Hip,0,PConc,Ex,1650,GasA,1680,0,2,0,3,1,1,2,583,6,2009,WD,213250
544,4058,Inside,NAmes,TwnhsE,SFoyer,7,5,1998,Gable,182,PConc,Gd,723,GasA,767,0,1,0,1,1,0,1,367,6,2007,WD,133000
545,17104,Inside,Gilbert,1Fam,2Story,7,5,2006,Gable,0,PConc,Gd,654,GasA,664,832,2,1,3,1,1,2,426,9,2006,New,179665
546,13837,Corner,NWAmes,1Fam,1.5Fin,7,5,1988,Gable,178,PConc,Gd,1204,GasA,1377,806,2,1,4,1,0,3,786,2,2006,WD,229000
547,8737,Inside,BrkSide,1Fam,1.5Fin,6,7,1923,Gable,0,BrkTil,Gd,1065,GasA,915,720,1,1,3,1,1,2,440,5,2007,WD,210000
548,7244,Inside,Mitchel,1Fam,SFoyer,5,7,1970,Gable,0,CBlock,Gd,768,GasA,768,0,1,0,2,1,0,2,624,4,2007,WD,129500
549,8235,Inside,OldTown,1Fam,1Story,5,7,1955,Gable,0,CBlock,TA,825,GasA,825,0,1,0,2,1,0,2,720,6,2008,WD,125000
550,9375,Inside,Somerst,1Fam,2Story,7,5,2003,Gable,0,PConc,Gd,912,GasA,912,1182,2,1,4,1,1,2,615,11,2009,WD,263000
551,4043,Inside,NPkVill,TwnhsE,1Story,6,6,1977,Gable,0,CBlock,Gd,1069,GasA,1069,0,2,0,2,1,0,2,440,10,2008,COD,140000
552,6000,Inside,OldTown,1Fam,1Story,5,6,1957,Hip,0,CBlock,TA,928,GasA,928,0,1,0,3,1,0,1,288,6,2008,WD,112500
553,11146,Inside,NridgHt,1Fam,1Story,8,5,2006,Gable,250,PConc,Ex,1709,GasA,1717,0,2,0,3,1,1,3,908,7,2009,WD,255500
554,8777,Inside,Edwards,1Fam,1Story,4,5,1949,Gable,0,CBlock,,0,GasA,1126,0,2,0,2,1,0,2,520,5,2009,WD,108000
555,10625,Inside,NridgHt,1Fam,2Story,7,5,2003,Gable,292,PConc,Gd,998,GasA,1006,1040,2,1,3,1,1,3,871,8,2008,WD,284000
556,6380,Inside,BrkSide,1Fam,1.5Unf,5,6,1922,Gable,0,BrkTil,TA,993,GasA,1048,0,1,0,2,1,1,1,280,8,2006,WD,113000
557,14850,Inside,NAmes,1Fam,1Story,5,5,1957,Gable,0,CBlock,TA,1092,GasA,1092,0,1,0,2,1,1,1,299,5,2006,WD,141000
558,11040,Inside,IDOTRR,1Fam,1.5Fin,4,6,1920,Gable,0,CBlock,TA,637,GasA,897,439,1,1,3,1,0,1,570,9,2006,COD,108000
559,21872,FR2,Gilbert,1Fam,2Story,7,5,1996,Gable,0,PConc,Gd,729,GasA,729,717,2,1,3,1,1,2,406,8,2008,WD,175000
560,3196,Inside,Blmngtn,TwnhsE,1Story,7,5,2003,Gable,18,PConc,Gd,1374,GasA,1557,0,2,0,2,1,1,2,420,10,2006,WD,234000
561,11341,Inside,Sawyer,1Fam,1Story,5,6,1957,Hip,180,CBlock,Gd,1392,GasA,1392,0,1,1,3,1,1,2,528,5,2010,WD,121500
562,10010,Inside,Mitchel,1Fam,1Story,5,5,1974,Gable,0,CBlock,Gd,1389,GasA,1389,0,1,0,2,1,1,2,418,4,2006,WD,170000
563,13907,Inside,Edwards,1Fam,1Story,5,6,1940,Gable,0,CBlock,TA,996,GasA,996,0,1,0,3,1,1,0,0,7,2008,WD,108000
564,21780,Inside,Edwards,1Fam,1.5Fin,6,7,1918,Gable,0,BrkTil,Gd,1163,GasA,1163,511,2,0,4,1,1,2,396,7,2008,WD,185000
565,13346,CulDSac,NoRidge,1Fam,2Story,7,5,1992,Gable,0,PConc,Gd,1095,GasA,1166,1129,2,1,4,1,1,2,590,7,2006,WD,268000
566,6858,Corner,SWISU,1Fam,2Story,6,4,1915,Gable,0,PConc,Gd,806,GasA,841,806,1,1,4,1,0,1,216,5,2010,WD,128000
567,11198,Inside,StoneBr,1Fam,2Story,9,5,2005,Hip,245,PConc,Gd,1122,GasA,1134,1370,2,1,4,1,1,3,656,6,2008,WD,325000
568,10171,Inside,NridgHt,1Fam,1Story,7,5,2004,Gable,168,PConc,Gd,1517,GasA,1535,0,2,0,3,1,0,2,532,3,2010,WD,214000
569,12327,Inside,SawyerW,1Fam,1.5Fin,8,8,1983,Gable,0,CBlock,Gd,1496,GasA,1496,636,1,1,1,1,1,2,612,9,2009,WD,316600
570,7032,Corner,NAmes,Duplex,SFoyer,5,5,1979,Gable,0,CBlock,Gd,943,GasA,943,0,1,0,2,1,2,2,600,12,2006,WD,135960
571,13101,Inside,NAmes,Duplex,1Story,5,5,1965,Gable,108,CBlock,TA,1728,GasA,1728,0,2,0,6,2,0,2,576,11,2008,WD,142600
572,7332,Inside,NAmes,1Fam,1Story,6,6,1959,Gable,207,CBlock,TA,864,GasA,864,0,1,0,2,1,0,1,288,10,2006,WD,120000
573,13159,Corner,Timber,1Fam,2Story,7,5,2009,Gable,0,PConc,Ex,846,GasA,846,846,2,1,3,1,0,2,650,7,2009,New,224500
574,9967,Inside,Gilbert,1Fam,SLvl,7,5,2000,Gable,0,PConc,Gd,384,GasA,774,656,2,1,3,1,1,2,400,12,2007,WD,170000
575,10500,FR2,NAmes,1Fam,SLvl,5,7,1971,Gambrel,82,CBlock,TA,372,GasA,576,533,1,0,3,1,0,1,288,12,2007,WD,139000
576,8480,Inside,NAmes,1Fam,1.5Fin,5,5,1947,Gable,0,CBlock,TA,832,GasA,832,384,1,0,2,1,0,1,336,10,2008,COD,118500
577,6292,Inside,SWISU,1Fam,1.5Fin,7,7,1928,Gable,0,BrkTil,TA,861,GasA,877,600,2,0,3,1,1,1,216,8,2009,WD,145000
578,11777,Inside,Sawyer,1Fam,SLvl,5,6,1966,Gable,97,CBlock,TA,1164,GasA,1320,0,1,0,3,1,2,2,564,5,2006,WD,164500
579,3604,Corner,Somerst,TwnhsE,2Story,7,5,2007,Gable,0,PConc,Gd,689,GasA,703,689,2,0,2,1,0,2,540,2,2008,WD,146000
580,12150,Inside,OldTown,1Fam,1.5Fin,5,5,1954,Gable,335,BrkTil,TA,1050,GasA,1050,745,2,0,4,1,0,1,352,11,2008,WD,131500
581,14585,CulDSac,NAmes,1Fam,1Story,6,6,1960,Gable,85,CBlock,TA,1144,GasA,1429,0,1,0,3,1,2,2,572,6,2007,WD,181900
582,12704,Inside,NridgHt,1Fam,1Story,8,5,2008,Hip,306,PConc,Ex,2042,GasA,2042,0,2,1,3,1,1,3,1390,8,2009,New,253293
583,11841,Inside,Edwards,Duplex,SFoyer,6,5,1990,Gable,104,CBlock,Gd,816,GasA,816,0,1,0,3,1,0,0,0,5,2007,WD,118500
584,13500,Inside,OldTown,1Fam,2.5Unf,10,9,1893,Gable,0,BrkTil,TA,1237,GasA,1521,1254,3,1,3,1,1,2,880,7,2008,WD,325000
585,6120,Inside,BrkSide,1Fam,1.5Fin,4,7,1935,Gable,0,BrkTil,TA,884,GasA,989,584,1,0,3,1,0,1,240,7,2009,WD,133000
586,11443,Inside,Timber,1Fam,1Story,8,5,2005,Hip,208,PConc,Ex,1868,GasA,2028,0,2,0,2,1,2,3,880,3,2006,New,369900
587,10267,Inside,BrkSide,1Fam,1Story,6,7,1918,Gable,0,BrkTil,TA,816,GasA,838,0,1,0,2,1,0,1,275,5,2008,WD,130000
588,8740,Inside,Sawyer,1Fam,SFoyer,5,6,1982,Hip,0,CBlock,TA,840,GasA,860,0,1,0,2,1,0,2,528,7,2009,WD,137000
589,25095,Inside,ClearCr,1Fam,1Story,5,8,1968,Flat,0,CBlock,TA,1437,GasA,1473,0,1,0,1,1,2,1,452,6,2009,WD,143000
590,9100,Inside,BrkSide,1Fam,1Story,5,6,1930,Gable,0,BrkTil,TA,742,GasA,779,0,1,0,2,1,0,1,308,8,2008,WD,79500
591,8320,Inside,CollgCr,1Fam,2Story,7,5,2004,Gable,0,PConc,Gd,770,GasA,770,812,2,1,3,1,0,2,520,9,2008,WD,185900
592,13478,Corner,NridgHt,1Fam,2Story,10,5,2008,Gable,420,PConc,Ex,1722,GasA,1728,568,2,1,3,1,1,3,842,6,2009,ConLI,451950
593,6600,Inside,Mitchel,1Fam,1Story,5,8,1982,Gable,0,PConc,TA,816,GasA,816,0,1,0,2,1,0,2,816,6,2008,WD,138000
594,4435,Inside,CollgCr,TwnhsE,1Story,6,5,2003,Gable,170,PConc,Gd,848,GasA,848,0,1,0,1,1,0,2,420,5,2009,WD,140000
595,7990,Inside,CollgCr,1Fam,1Story,5,6,1975,Hip,0,CBlock,Gd,924,GasA,924,0,1,0,3,1,0,1,280,4,2008,WD,110000
596,11302,Inside,StoneBr,1Fam,1Story,8,5,2005,Gable,238,PConc,Gd,1814,GasA,1826,0,2,0,3,1,1,3,758,8,2006,New,319000
597,3600,Inside,OldTown,1Fam,2Story,6,7,1910,Gable,0,CBlock,TA,684,GasA,684,684,1,0,3,1,0,1,216,10,2006,WD,114504
598,3922,Inside,Blmngtn,TwnhsE,1Story,7,5,2006,Gable,72,PConc,Ex,1258,GasA,1402,0,0,2,2,1,1,3,648,2,2007,New,194201
599,12984,Inside,Crawfor,1Fam,1Story,5,6,1977,Gable,459,CBlock,Gd,1430,GasA,1647,0,2,0,3,1,1,2,621,3,2006,WD,217500
600,1950,Inside,Blueste,Twnhs,2Story,6,6,1980,Gable,0,CBlock,Gd,716,GasA,716,840,2,1,3,1,1,2,452,7,2008,COD,151000
601,10927,Inside,NridgHt,1Fam,2Story,8,5,2005,Gable,280,PConc,Gd,1058,GasA,1058,846,2,1,3,1,1,2,736,6,2006,WD,275000
602,9000,Inside,IDOTRR,1Fam,1.5Fin,6,6,1937,Gable,0,PConc,TA,780,GasA,780,595,1,1,3,1,1,1,544,12,2007,WD,141000
603,10041,Inside,SawyerW,1Fam,2Story,8,5,1992,Gable,0,PConc,Gd,908,GasA,927,988,2,1,3,1,1,2,506,2,2006,WD,220000
604,3182,Inside,Somerst,TwnhsE,2Story,7,5,2004,Gable,0,PConc,Gd,600,GasA,600,600,2,1,2,1,0,2,480,6,2010,WD,151000
605,12803,Inside,CollgCr,1Fam,1Story,7,5,2002,Gable,99,PConc,Gd,1494,GasA,1494,0,2,0,3,1,1,2,530,9,2008,WD,221000
606,13600,Inside,NAmes,1Fam,2Story,7,6,1965,Gable,176,CBlock,TA,768,GasA,1186,800,2,1,3,1,3,2,486,10,2009,WD,205000
607,12464,Corner,CollgCr,1Fam,1Story,5,5,1996,Gable,0,PConc,Gd,1040,GasA,1040,0,1,0,3,1,0,2,576,11,2009,WD,152000
608,7800,Inside,Edwards,1Fam,2Story,5,8,1948,Gable,0,CBlock,TA,896,GasA,1112,896,3,0,3,1,0,1,230,8,2006,WD,225000
609,12168,Inside,Crawfor,1Fam,2Story,8,6,1934,Gable,0,PConc,Gd,965,GasA,1940,1254,2,1,4,1,2,2,380,9,2007,WD,359100
610,7943,Inside,Sawyer,1Fam,1Story,4,5,1961,Gable,192,CBlock,TA,1029,GasA,1029,0,1,0,3,1,0,1,261,4,2007,WD,118500
611,11050,Inside,CollgCr,1Fam,2Story,9,5,2000,Hip,204,PConc,Ex,1440,GasA,1476,677,2,1,3,1,2,3,736,5,2009,WD,313000
612,10395,FR2,NWAmes,1Fam,SLvl,6,6,1978,Gable,233,CBlock,Gd,1032,GasA,1032,0,2,0,3,1,1,2,564,7,2007,WD,148000
613,11885,Inside,CollgCr,1Fam,2Story,8,5,2001,Gable,108,PConc,Gd,1299,GasA,1299,573,2,1,3,1,1,2,531,11,2009,WD,261500
614,8402,Inside,Mitchel,1Fam,1Story,5,5,2007,Gable,0,PConc,Gd,1120,GasA,1120,0,1,0,3,1,0,0,0,12,2007,New,147000
615,1491,Inside,MeadowV,TwnhsE,SFoyer,4,6,1972,Gable,0,CBlock,Gd,630,GasA,630,0,1,0,1,1,0,0,0,5,2010,WD,75500
616,8800,Inside,NAmes,1Fam,SFoyer,6,7,1963,Gable,156,PConc,TA,936,GasA,1054,0,1,0,3,1,0,2,480,5,2010,WD,137500
617,7861,Inside,Gilbert,1Fam,2Story,6,5,2002,Gable,0,PConc,Gd,783,GasA,807,702,2,1,3,1,1,2,393,6,2006,WD,183200
618,7227,Corner,NAmes,1Fam,1.5Unf,6,6,1954,Gable,0,CBlock,TA,832,GasA,832,0,1,0,2,1,0,2,528,6,2008,WD,105500
619,11694,Inside,NridgHt,1Fam,1Story,9,5,2007,Hip,452,PConc,Ex,1822,GasA,1828,0,2,0,3,1,1,3,774,7,2007,New,314813
620,12244,Inside,Timber,1Fam,2Story,8,5,2003,Hip,226,PConc,Gd,1482,GasA,1482,780,2,1,4,1,2,3,749,8,2008,WD,305000
621,8248,Inside,Edwards,1Fam,1Story,3,3,1914,Gable,0,BrkTil,TA,864,GasA,864,0,1,0,2,1,0,0,0,9,2008,WD,67000
622,10800,Inside,NWAmes,1Fam,2Story,6,7,1974,Gable,0,CBlock,TA,1522,GasA,1548,1066,2,1,4,1,1,2,624,6,2008,WD,240000
623,7064,Inside,Sawyer,1Fam,1Story,5,6,1977,Gable,153,CBlock,TA,980,GasA,980,0,1,0,3,1,0,2,484,7,2009,WD,135000
624,2117,Inside,Somerst,TwnhsE,2Story,6,5,2000,Gable,513,PConc,Gd,756,GasA,756,756,2,1,2,1,1,2,440,6,2007,WD,168500
625,10400,Inside,NWAmes,1Fam,2Story,6,5,1972,Gable,288,CBlock,TA,732,GasA,1012,778,1,2,4,1,1,2,484,11,2006,WD,165150
626,10000,Corner,NAmes,1Fam,1Story,6,6,1962,Hip,261,CBlock,TA,1116,GasA,1116,0,1,1,3,1,0,2,440,2,2010,WD,160000
627,12342,Inside,NAmes,1Fam,1Story,5,5,1960,Hip,0,CBlock,TA,978,GasA,1422,0,1,0,3,1,1,1,286,8,2007,WD,139900
628,9600,Inside,NAmes,1Fam,SLvl,6,6,1955,Gable,164,CBlock,TA,1156,GasA,1520,0,1,0,3,1,2,1,364,3,2010,WD,153000
629,11606,Inside,NAmes,1Fam,2Story,5,5,1969,Gable,192,PConc,Gd,1040,GasA,1040,1040,1,2,5,1,2,2,504,9,2007,WD,135000
630,9020,Corner,NAmes,1Fam,SLvl,6,5,1964,Gable,259,CBlock,TA,1248,GasA,1350,0,1,1,3,1,0,2,520,6,2008,WD,168500
631,9000,Corner,OldTown,1Fam,2Story,5,6,1880,Gable,0,BrkTil,Fa,636,GasA,1089,661,1,0,3,1,0,1,240,6,2006,WD,124000
632,4590,Inside,NridgHt,Twnhs,1Story,8,5,2006,Gable,108,PConc,Gd,1554,GasA,1554,0,2,0,2,1,1,2,627,8,2007,WD,209500
633,11900,Inside,NWAmes,1Fam,1Story,7,5,1977,Hip,209,CBlock,TA,1386,GasA,1411,0,2,0,3,1,1,2,544,4,2009,WD,82500
634,9250,Corner,NAmes,1Fam,1Story,5,7,1954,Gable,0,CBlock,TA,1056,GasA,1056,0,1,0,3,1,0,1,260,7,2007,WD,139400
635,6979,Inside,OldTown,Duplex,SFoyer,6,5,1980,Gable,0,CBlock,TA,1056,GasA,1056,0,0,0,0,2,0,2,576,6,2010,WD,144000
636,10896,Inside,SWISU,2fmCon,2.5Fin,6,7,1914,Hip,0,CBlock,TA,1440,GasA,1440,1440,2,0,8,2,0,0,0,3,2007,WD,200000
637,6120,Inside,BrkSide,1Fam,1Story,2,3,1936,Gable,0,BrkTil,TA,264,Grav,800,0,1,0,1,1,1,0,0,1,2009,ConLw,60000
638,6000,Inside,OldTown,2fmCon,1.5Fin,5,4,1954,Gable,0,CBlock,TA,811,GasA,811,576,2,0,3,2,0,1,256,11,2009,WD,93000
639,8777,Inside,Edwards,1Fam,1Story,5,7,1910,Gable,0,CBlock,Fa,796,GasA,796,0,1,0,2,1,0,0,0,5,2008,WD,85000
640,3982,Inside,Blmngtn,TwnhsE,1Story,8,5,2006,Hip,0,PConc,Gd,1520,GasA,1567,0,2,0,1,1,1,3,648,10,2006,New,264561
641,12677,Inside,NridgHt,TwnhsE,1Story,8,5,2003,Hip,472,PConc,Ex,1518,GasA,1518,0,1,1,1,1,1,2,588,4,2008,WD,274000
642,7050,Inside,Somerst,1Fam,2Story,7,5,2001,Gable,0,PConc,Gd,1057,GasA,1057,872,2,1,3,1,1,2,650,5,2007,WD,226000
643,13860,Inside,NAmes,1Fam,SLvl,8,7,1972,Gable,0,CBlock,Gd,1952,GasA,2000,704,2,1,4,1,3,2,538,7,2009,WD,345000
644,10793,Inside,NWAmes,1Fam,2Story,5,5,1969,Mansard,263,CBlock,TA,780,GasA,780,840,2,1,4,1,0,2,462,4,2007,WD,152000
645,9187,Inside,Somerst,1Fam,1Story,9,5,2009,Gable,162,PConc,Ex,1766,GasA,1766,0,2,1,2,1,1,3,478,10,2009,New,370878
646,10530,Corner,NAmes,1Fam,1Story,6,5,1971,Hip,0,CBlock,TA,981,GasA,981,0,1,1,3,1,0,2,576,3,2007,WD,143250
647,7200,Inside,NAmes,1Fam,1Story,5,5,1950,Hip,0,CBlock,,0,GasA,1048,0,1,0,3,1,0,2,420,7,2008,WD,98300
648,10452,Inside,Edwards,1Fam,1Story,6,5,1953,Hip,216,CBlock,TA,1094,GasA,1094,0,1,0,3,1,2,2,495,6,2008,WD,155000
649,7700,Inside,NAmes,1Fam,2Story,6,5,1966,Gable,351,CBlock,TA,756,GasA,1051,788,1,1,4,1,1,2,442,6,2010,WD,155000
650,1936,Inside,MeadowV,Twnhs,SFoyer,4,6,1970,Gable,0,CBlock,Gd,630,GasA,630,0,1,0,1,1,0,0,0,12,2007,WD,84500
651,8125,Inside,Somerst,1Fam,2Story,7,6,2007,Gable,,PConc,Gd,813,GasA,822,843,2,1,3,1,0,2,562,5,2008,WD,205950
652,9084,Inside,Edwards,1Fam,2Story,4,5,1940,Gable,0,CBlock,TA,755,GasA,755,755,1,0,4,1,1,1,296,10,2009,WD,108000
653,8750,Inside,CollgCr,1Fam,2Story,7,5,1996,Gable,0,PConc,Gd,880,GasA,909,807,2,1,2,1,1,2,512,7,2009,WD,191000
654,10320,Inside,IDOTRR,1Fam,1.5Fin,6,7,1906,Gable,0,CBlock,TA,756,GasA,756,713,1,0,3,1,0,1,216,6,2008,WD,135000
655,10437,Inside,NoRidge,1Fam,1Story,8,6,1995,Hip,660,PConc,Gd,2109,GasA,2113,0,2,1,2,1,1,3,839,8,2008,WD,350000
656,1680,Inside,BrDale,Twnhs,2Story,6,5,1971,Gable,381,CBlock,TA,525,GasA,525,567,1,1,3,1,0,1,264,3,2010,WD,88000
657,10007,Inside,NAmes,1Fam,1Story,5,7,1959,Gable,54,CBlock,TA,1053,GasA,1053,0,1,1,3,1,0,1,312,8,2008,WD,145500
658,7200,Inside,Crawfor,1Fam,2Story,7,6,1931,Gable,0,BrkTil,Gd,776,GasA,851,651,1,1,3,1,1,1,270,2,2008,WD,149000
659,17503,Inside,NAmes,1Fam,1.5Fin,6,5,1948,Gable,0,CBlock,TA,912,GasA,912,546,1,0,3,1,1,1,330,1,2010,WD,97500
660,9937,Corner,Edwards,1Fam,1Story,5,7,1964,Hip,0,PConc,TA,1486,GasA,1486,0,1,0,3,1,0,2,480,3,2009,WD,167000
661,12384,CulDSac,NWAmes,1Fam,2Story,7,7,1976,Gable,233,CBlock,Gd,793,GasA,1142,793,2,1,3,1,1,2,550,11,2007,WD,197900
662,46589,CulDSac,NoRidge,1Fam,2Story,8,7,1994,Hip,528,PConc,Gd,1629,GasA,1686,762,2,1,4,1,1,3,711,7,2009,WD,402000
663,13560,Corner,NAmes,1Fam,1Story,6,3,1968,Hip,216,CBlock,Fa,1392,GasA,1392,0,1,0,2,1,2,2,576,7,2009,WD,110000
664,10012,Inside,Edwards,1Fam,SFoyer,4,5,1972,Gable,0,CBlock,Gd,1138,GasA,1181,0,2,0,3,1,0,2,588,4,2008,WD,137500
665,20896,CulDSac,Somerst,1Fam,1Story,8,5,2005,Gable,0,PConc,Ex,2077,GasA,2097,0,1,1,1,1,1,3,1134,1,2006,New,423000
666,11194,Corner,Gilbert,1Fam,2Story,8,5,2000,Gable,40,PConc,Gd,1406,GasA,1454,482,2,1,3,1,1,2,504,11,2006,WD,230500
667,18450,Inside,NAmes,1Fam,2Story,6,5,1965,Flat,113,CBlock,Gd,1021,GasA,1465,915,2,1,3,1,1,2,596,8,2007,WD,129000
668,8125,Inside,SawyerW,1Fam,1Story,6,5,1994,Gable,258,PConc,Gd,1408,GasA,1679,0,2,0,3,1,1,2,575,10,2008,WD,193500
669,14175,Corner,Sawyer,1Fam,1Story,5,6,1956,Gable,0,CBlock,TA,1188,GasA,1437,0,1,1,3,1,1,2,576,11,2006,WD,168000
670,11600,Inside,Crawfor,1Fam,1Story,4,5,1922,Gable,0,BrkTil,Fa,700,GasA,1180,0,1,0,2,1,1,1,252,7,2006,WD,137500
671,8633,FR2,CollgCr,1Fam,2Story,6,5,2005,Gable,0,PConc,Gd,738,GasA,738,738,2,1,3,1,0,2,540,2,2009,WD,173500
672,6629,Inside,Edwards,1Fam,2Story,6,6,1925,Gambrel,0,BrkTil,TA,672,GasA,697,672,2,0,3,1,0,1,300,7,2009,WD,103600
